,siteID,transect,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,projectID,plotID,year,description,disturbance,yearOfDisturbance,management,standAge,pft,notes,siteName,latitude,longitude,mat,map,xmin,ymin,xmax,ymax
39,ARNO,ARNO_06_3.CSV,6.419829373,3.444475469,6.179629369,11.86441126,7.265122859,40,28.14,11.599975,11.3585,7.482929075,1.051072672,8,8,6.175,4.99172392,4.5,7.327787172,3.826819691,1.501307409,3.538503014,0,0,0.79137931,281.8215207,11.19667807,12.50823412,5.957202973,3.849397622,3.091738627,2.571,1.351195952,98.64880405,28.14,434.925,7.425,0.727453204,12.8825341,68.82625168,68,16.04883158,122,12,-0.011702349,3.246129853,1.487,1.925,2.571,4.379,9.1307,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
59,ARNO,ARNO_36_2.CSV,6.349321549,1.80802335,6.126223557,3.268948433,6.595537041,40,14.051,7.7962,8.523,7.897845263,0.363916164,8,8,6.375,2.456675886,6,7.32668481,4.017526631,1.29063713,3.93330424,0,0,0.626666667,15.88003691,3.070074541,2.540606073,2.465465715,4.011408535,2.05141991,3.432,0.170670868,99.82932913,14.051,380.975,2.425,0.698436016,8.93765586,93.28984745,95,16.81393023,148,18,-0.402536135,3.114469694,2.029,2.529,3.432,4.854,7.581,ARNO-EAGERNEON,ARNO_36,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
5,ARNO,ARNO_04_5.CSV,7.126881543,4.490545664,6.129737096,20.16500036,8.393647353,40,24.264,10.889425,8.987,7.567377594,0.995132344,8,8,7.075,6.342318188,5,7.304248408,3.977624019,1.482358913,3.625699813,0,0,0.774,829.7634831,14.75165072,24.74171142,7.317280064,4.238335307,4.068844223,2.511,0.904191617,99.09580838,24.264,417.625,5.475,0.864510157,15.14709371,75.84760408,76,15.98921269,123,11,-0.226761427,3.043611113,1.38,1.757,2.51,5.172,8.149,ARNO-EAGERNEON,ARNO_04,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
4,ARNO,ARNO_01_6_lastpart.CSV,8.082965227,3.54041324,8.391643487,12.53452591,8.753022346,10,14.413,10.1798,11.06,7.936526641,0.200720384,8,8,7.2,4.589843861,8,7.292618091,4.582101863,1.542561559,4.309313837,0,0,0.666666667,44.43539663,5.235496143,4.126133391,3.954472399,5.712789715,3.754780825,6.382,6.027897708,93.97210229,25.967,602.4,3.9,0.916991074,11.68224299,74.50609648,83,25.15071059,132,10,-0.754894937,2.587820032,1.208,1.713,6.374,8.598,10.329,ARNO-EAGERNEON,ARNO_01,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
16,ARNO,ARNO_11_2.CSV,10.69037747,6.230604615,9.404385916,38.82043387,12.33426501,40,26.943,15.907625,17.8885,7.715677613,0.864299452,8,8,11.175,8.289280999,8,7.280584007,3.406814393,1.302299775,3.034879213,0,0,0.735714286,979.0705242,21.66196844,22.5794076,8.131278175,6.191468908,5.28031202,3.8795,0.948998959,99.05100104,26.943,408.45,8.025,0.896114265,19.53098529,84.2960811,84,21.21304866,145,8,-0.299192695,2.602469895,1.5142,2.291,3.879,8.38,14.014,ARNO-EAGERNEON,ARNO_11,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
14,ARNO,ARNO_11_3.CSV,7.798773151,4.723596096,5.623140858,22.31236008,9.087101503,40,27.17,12.54375,8.056,7.394626451,1.345677874,8,8,8.25,7.358058551,6,7.238091409,3.596494722,1.343284022,3.411034731,0,0,0.789285714,1197.240855,20.86681719,27.60102888,8.256286661,4.518750946,4.132595452,3.332,2.051511472,97.94848853,27.17,391.3,8.7,0.830415438,14.37687145,78.38972987,77,17.09341219,133,9,-0.220992242,3.169214592,1.709,2.3075,3.332,4.7685,7.352,ARNO-EAGERNEON,ARNO_11,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
58,ARNO,ARNO_35_1.CSV,13.67308287,7.611876444,13.81480773,57.94066299,15.60273507,40,28.502,18.427775,23.989,7.854839725,0.482730762,8,8,14.725,9.42170843,17,7.191151666,3.488875159,1.41831291,3.328580984,0,0,0.766666667,1763.302768,27.24917134,31.94973286,9.336501059,9.824498046,8.210735097,6.78,0.427317818,99.57268218,28.502,327.75,6.825,0.941218862,22.41280732,79.25948349,83,19.47990874,128,10,-0.657582938,3.216191218,1.3806,2.044,6.78,18.52275,21.31,ARNO-EAGERNEON,ARNO_35,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
57,ARNO,ARNO_35_4.CSV,9.562531894,5.828494437,7.091577159,33.9713474,11.16843484,50,26.168,15.10886,18.0155,7.542883476,1.037676523,8,8,9.5,7.442980531,6.5,7.014021691,3.67151398,1.370044147,3.433671643,0,0,0.767407407,873.0681771,19.2111787,22.44991737,7.860637052,6.619534219,6.145827043,4.094,1.291885345,98.70811465,26.168,297.36,6.98,0.872799329,16.83674863,70.64812543,71,16.02994935,118,11,-0.202022979,2.901423745,1.81,2.517,4.094,6.801,18.2945,ARNO-EAGERNEON,ARNO_35,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
54,ARNO,ARNO_36_5.CSV,7.391216579,2.104268866,7.174533337,4.427947461,7.677716541,40,17.044,8.8125,7.9645,8,3.48E-16,8,8,7.75,2.618964368,7,7.010164257,3.953710345,1.157212409,3.826049125,0,0,0.6625,24.39179442,3.536969805,3.446975344,2.453614048,4.636324975,2.404558522,4.006,0.345772443,99.65422756,17.044,383.325,3.175,0.6895009,9.265495057,91.55037643,94,15.85708561,132,12,-0.808945911,3.687017924,2.37,2.898,4.004,5.83325,7.6752,ARNO-EAGERNEON,ARNO_36,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
47,ARNO,ARNO_36_1.CSV,8.475565497,4.075341511,7.655880204,16.60840843,9.382345587,40,22.452,11.065175,9.0255,7.934052698,0.264131386,8,8,7.85,4.191260749,7,7.004160493,4.123155217,1.379011071,3.931567229,0,0,0.75,131.9716178,7.091769064,9.037611926,5.799963881,5.462406613,4.0148841,4.575,1.392094097,98.6079059,22.452,335.95,4.175,0.832182931,12.83980583,88.92714782,91,17.59962142,135,13,-0.634744376,3.558149042,1.773,2.571,4.575,6.222,11.837,ARNO-EAGERNEON,ARNO_36,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
19,ARNO,ARNO_11_1.CSV,10.41416186,5.066393326,10.03004871,25.66834134,11.54415424,30,26.314,15.3756,17.19,7.870547492,0.60861149,8,8,10.46666667,7.449755068,8,6.98699383,3.43390864,1.143326797,3.204699074,0,0,0.765432099,1339.708461,26.24468617,25.51323008,7.889086821,6.131685315,5.193355735,4.3765,0.432741,99.567259,26.314,362.1666667,6.533333333,0.868022504,16.13047364,83.70390235,84,22.63584288,139,11,-0.318547657,2.721264451,1.84,2.555,4.3755,7.686,14.5759,ARNO-EAGERNEON,ARNO_11,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
37,ARNO,ARNO_06_1.CSV,6.43932844,2.920174533,5.778862916,8.527419304,7.055436526,40,26.149,10.02985,7.739,7.379311418,1.383685801,8,8,6.775,5.49352766,5,6.888639834,3.544233808,1.445277114,3.26370311,0,0,0.784259259,422.3666738,10.703274,17.5444179,5.628175118,4.173241671,2.551615549,3.811,1.867117593,98.13288241,26.149,354.95,4.775,0.623911204,9.641093944,68.69873636,69,13.97612541,114,17,-0.19039627,2.935784305,1.814,2.571,3.811,5.037,6.4528,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
52,ARNO,ARNO_36_3.CSV,5.800356642,1.971169761,5.762336086,3.885510225,6.118211311,40,20.742,8.070975,7.0195,7.688879477,1.073802796,8,8,5.475,2.736153954,5.5,6.844186179,3.74701679,1.330067292,3.3645267,0,0,0.761363636,164.9377805,6.560419354,11.04077345,4.486962575,3.53079244,2.156074088,2.986,1.420659764,98.57934024,20.742,415.425,3.95,0.655274238,9.0815486,86.37579384,84,17.94127037,134,13,-0.113874138,2.657413433,1.728,2.118,2.986,4.334,5.789,ARNO-EAGERNEON,ARNO_36,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
31,ARNO,ARNO_11_5_2.CSV,8.609319792,6.702539361,6.322031401,44.92403389,10.70289763,10,24.084,13.6501,13.169,7.544143566,1.328378845,8,8,10.5,8.759122229,8.5,6.843201368,3.900248139,1.337777835,3.336490312,0,0,0.704,553.6220247,17.07124051,16.19242947,6.800162473,5.041744323,5.559885291,2.565,2.947910704,97.0520893,24.084,349.6,4.4,0.769109665,15.04395604,73.78826305,73,18.33041521,124,15,-0.285417132,2.993536394,1.234,2.008,2.563,4.515,16.2284,ARNO-EAGERNEON,ARNO_11,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
36,ARNO,ARNO_05_6.CSV,8.567847443,4.369873619,7.127698805,19.09579544,9.593039684,40,26.449,11.4756,9.382,7.963197522,0.194969905,8,8,9.325,6.260939145,7,6.816155269,3.41417412,1.147512946,2.948797328,0,0,0.763888889,497.2304971,13.30855552,17.89169771,6.064282737,5.257671471,4.344842313,3.581,0.600563028,99.39943697,26.449,399.75,4.275,0.820948665,14.40199336,84.64264586,83,18.44426797,150,12,-0.151142279,3.104993494,1.816,2.171,3.579,6.559,11.583,ARNO-EAGERNEON,ARNO_05,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
13,ARNO,ARNO_06_6.CSV,7.334735285,4.09179017,6.25492668,16.7427468,8.365584076,30,23.981,12.90143333,13.784,7.833209078,0.367291112,8,8,7.5,6.821618778,5,6.779214495,3.909421533,1.292437412,3.717477055,0,0,0.749333333,1222.716388,22.99418078,26.3435768,7.566320026,3.645191982,3.7474202,2.295,0.905129065,99.09487094,23.981,397.8666667,8.966666667,0.970212342,13.16840537,69.93014208,68,17.14176675,124,13,-0.004914752,3.156530979,1.534,1.861,2.294,3.557,6.555,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
28,ARNO,ARNO_12_6.CSV,12.73885617,6.661739753,13.30572384,44.37877654,14.34467349,50,29.02,18.06678,20.9095,7.550342015,0.953434837,8,8,12.6,7.848046683,12.5,6.612533535,3.504029207,1.435002182,3.33616565,0,0,0.766,1091.64341,21.42117739,25.15505057,8.332633088,8.75550887,7.137991891,4.9785,1.13085622,98.86914378,29.02,260.1,7.26,0.943308501,22.85308848,89.72611267,90,21.5934268,135,8,-0.568661944,3.025592096,1.861,2.283,4.976,15.835,17.9596,ARNO-EAGERNEON,ARNO_12,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
24,ARNO,ARNO_02_2.CSV,20.6064367,7.364492784,23.3806871,54.23575396,21.85188993,40,31.452,25.4796,27.4015,7.316005376,1.310412597,8,8,21.35,8.833357523,24,6.575711508,3.099045836,1.315011849,2.911827573,0,0,0.734375,1699.934397,24.27599878,33.32582002,6.416803729,16.98752512,8.933557293,20.062,2.405474041,97.59452596,31.452,354.525,4.25,0.888980176,20.91172214,80.98482111,84,18.06123988,122,6,-0.946192791,3.855437383,2.019,10.561,20.062,23.736,25.9271,ARNO-EAGERNEON,ARNO_02,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
3,ARNO,ARNO_01_2.CSV,18.58610485,7.725355152,21.01181102,59.68111222,20.09060422,40,32.401,23.748325,27.6335,7.420653046,1.231147601,8,8,18.575,9.369583906,22,6.547520348,3.191320837,1.348698279,3.097388464,0,0,0.746969697,1745.213988,27.13415186,31.76400149,8.893726488,13.8174734,9.095829586,14.275,1.508733244,98.49126676,32.401,430.95,7.35,0.893379708,22.42782469,80.22264773,84,17.39953082,127,10,-0.871148767,3.789229563,2.511,4.26325,14.271,21.879,24.4045,ARNO-EAGERNEON,ARNO_01,2016,control,,NA,unmanaged,NA,MF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
30,ARNO,ARNO_11_5.CSV,6.921668989,4.148333155,5.207255049,17.20866797,8.033962117,30,26.589,11.20806667,6.5475,7.734082221,0.664656611,8,8,6.6,5.493569909,5,6.520112289,3.834164841,1.223571293,3.487805634,0,0,0.796428571,913.0449213,15.35780322,26.02273624,8.011265839,4.178008303,3.850160036,3.127,0.521648409,99.47835159,26.589,383.5333333,5.966666667,0.71719259,11.654444,77.72609684,76,17.89556274,130,14,-0.174057737,3.009450699,1.7895,2.286,3.127,4.314,6.838,ARNO-EAGERNEON,ARNO_11,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
10,ARNO,ARNO_01_1.CSV,14.42705272,6.697682356,14.72346435,44.85894895,15.87064351,40,32.303,20.91895,23.3795,7.745007744,0.695463374,8,8,14.15,8.928634432,15,6.463405925,3.424439627,1.286505712,3.144990264,0,0,0.771212121,2390.880111,27.56780098,40.3843591,8.211411771,10.27041431,7.065671356,7.9625,0.548932631,99.45106737,32.303,451,6.65,0.970974094,28.06276923,82.92434211,86,17.99754704,130,9,-0.917861632,4.008976697,2.026,4.642,7.95,14.767,20.643,ARNO-EAGERNEON,ARNO_01,2016,control,,NA,unmanaged,NA,MF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
12,ARNO,ARNO_04_3.CSV,8.055295003,3.378716585,8.066966469,11.41572576,8.718836517,40,19.704,10.4796,9.676,7.8548807,0.587283684,8,8,7.8,3.910538031,7.5,6.035311022,3.869615711,1.112015724,3.967404808,0,0,0.70952381,178.9388008,8.307565229,10.48442467,4.524153213,4.886078389,3.307698071,3.961,0.328558286,99.67144171,19.704,380.575,4.825,0.822112259,12.79243661,87.61319884,89,19.75025321,137,13,-0.426588553,2.934211122,1.696,2.311,3.961,6.346,9.324,ARNO-EAGERNEON,ARNO_04,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
18,ARNO,ARNO_06_6part4.CSV,10.08669988,5.762826915,8.185198964,33.21017406,11.47304106,10,22.183,13.6621,10.277,7.877500898,0.288379049,8,8,9.8,6.196773354,9.5,6.020614748,3.722068487,1.195465198,3.714673262,0,0,0.708695652,298.3126557,12.53163353,11.88574006,7.006444866,6.263677522,5.845984716,3.7095,0.20132298,99.79867702,22.183,347.9,3.3,0.889228059,16.68773234,75.34870317,77,19.01270281,120,13,-0.270819117,2.455130992,1.293,1.57125,3.451,10.655,17.6526,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
51,ARNO,ARNO_05_2.CSV,7.796451248,3.979797131,6.797321311,15.83878521,8.730834303,40,26.285,13.135225,11.7115,7.360832932,1.380294521,8,8,7.525,5.237867544,6,5.987217893,3.610686,1.20594919,3.540719006,0,0,0.781481481,360.4775732,13.04731622,13.79293705,6.697395741,4.73257259,3.623237013,4.094,2.117379565,97.88262043,26.285,351.975,5.525,0.835396363,13.87543597,87.21806039,87,19.96818331,133,11,-0.334671269,2.74549094,1.363,2.019,4.093,6.216,8.489,ARNO-EAGERNEON,ARNO_05,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
32,ARNO,ARNO_01_5.CSV,21.13027718,4.962485866,22.2266723,24.62626597,21.69099406,40,32.703,24.42765,25.9705,7.921050215,0.43775041,8,8,21.375,5.650901902,23,5.862895552,3.325652729,1.010229614,3.191418512,0,0,0.775735294,401.1941924,13.90739468,14.41452621,5.556401707,17.07197698,6.651067298,19.195,1.221155466,98.77884453,32.703,296.975,5.5,0.901307488,21.45905421,87.73706198,90,15.53880824,129,11,-1.493146065,6.579289738,7.3161,10.57025,19.1945,22.31,24.4234,ARNO-EAGERNEON,ARNO_01,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
41,ARNO,ARNO_06_5.CSV,6.750946789,3.756572052,5.409999949,14.11183358,7.707456095,50,29.175,12.63496,11.4035,7.48151127,1.188824444,8,8,6.84,6.328942266,4,5.640079017,3.352933162,1.076022914,3.090893991,0,0,0.789333333,1383.029097,20.38325596,31.10549747,6.920973769,3.562932229,2.91625667,2.6175,1.402352015,98.59764799,29.175,406.58,5.34,0.71783065,12.44776864,72.89080747,71,16.50038086,126,12,-0.065799114,3.009197558,1.4643,1.84975,2.617,4.17025,6.2804,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
45,ARNO,ARNO_11_6.CSV,6.747630221,4.11405011,5.409095891,16.9254083,7.876089556,40,24.269,11.032875,7.9585,7.273830371,1.52016996,8,8,6.75,6.037277362,4.5,5.247278408,3.398255239,1.04038254,3.645919599,0,0,0.759,704.7047533,15.1244619,21.81640221,6.599701074,3.598068748,3.297983794,2.441,2.131673269,97.86832673,24.269,397.7,5.6,0.745552269,12.44503964,77.58667438,75,17.42618118,134,11,0.021841462,3.232943844,1.453,1.975,2.44,3.553,6.696,ARNO-EAGERNEON,ARNO_11,2016,control,,NA,unmanaged,NA,BDF,,"Arnot Experimental Forest, NY, USA",42.264,-76.627,NA,990,NA,NA,NA,NA
796,BCI,yr2013BCI_7R_12W.CSV,10.01440435,5.82096019,8.205791513,33.88357753,11.55885573,60,35.511,13.8369,11.12,8,3.66E-16,8,8,10.08333333,7.605287337,7.5,8,3.959173893,1.306874769,3.719480261,0,0,0.836936937,2274.111232,23.80224892,41.32268358,8.324919389,5.691259606,5.07318427,4.602,0,100,35.511,269.15,6.15,0.865733789,17.34303864,65.04300942,66,15.83958583,124,11,-0.103667266,3.194695289,1.833,2.326,4.585,7.053,10.8908,BCI-Schnitzer2019,BCI_7R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
854,BCI,yr2011BCI_2R_10W.CSV,10.81396004,5.819567958,8.816227726,33.86737121,12.25743231,60,32.723,14.544,11.9515,8,3.27E-16,8,8,12.7,8.483883025,10,8,3.518078953,1.475709501,3.119374983,0,0,0.768137255,2330.863309,26.5123266,40.34798443,8.906140188,5.68016846,4.880170422,4.3175,0,100,32.723,260.4166667,6.116666667,0.808598386,17.27236934,73.11696131,74,17.94373449,133,10,-0.284925279,2.962620974,1.834,2.429,4.308,7.42,10.3218,BCI-Schnitzer2019,BCI_2R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
84,BCI,BCI_16C_03_25_12_1E.CSV,11.51722377,4.84357129,11.46470767,23.46018284,12.47860662,60,36.415,15.71553333,14.9065,8,3.66E-16,8,8,12.75,7.594880077,12,8,3.43955492,1.151655167,3.208815389,0,0,0.772972973,2302.993717,27.61718707,39.24646092,7.402022528,6.196717248,4.912877557,4.27,0,100,36.415,344.2166667,7.2,0.812630187,18.18817127,65.7443314,65,20.28243791,136,9,-0.002435218,2.515285678,1.835,2.585,4.269,8.385,13.3794,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
677,BCI,yr2011BCI_7R_12E.CSV,9.918278118,5.337654605,9.494585998,28.49055669,11.24223976,60,33.316,14.48358333,12.393,7.333333333,2.229742454,8,8,10,7.264961185,9,8,3.158285885,1.609610899,3.168643174,5,0.083333333,0.783823529,2152.070816,28.14592642,36.87651885,9.087041499,5.777922868,4.5170168,4.463,0.007975754,99.99202425,33.316,209.1833333,6.266666667,0.850232349,18.167305,67.25995055,68,17.73186226,133,7,-0.151743114,3.039076678,1.939,2.527,4.462,7.301,11.358,BCI-Schnitzer2019,BCI_7R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
732,BCI,yr2012BCI_9R_06W.csv,9.974989789,5.381587815,9.697769615,28.96148741,11.31278999,60,33.201,14.49128333,12.942,7.333333333,2.229742454,8,8,11.16666667,8.084651008,9.5,8,2.819907671,1.465064462,2.745468254,5,0.083333333,0.77254902,2028.010141,26.33334451,36.53170004,8.848514898,5.968213719,4.57237503,4.053,0.006252345,99.99374766,33.201,266.7833333,7.25,0.870307989,19.52621077,67.47858438,67,18.89924001,130,8,-0.065643164,2.652588624,1.983,2.5605,4.053,8.749,11.993,BCI-Schnitzer2019,BCI_9R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
317,BCI,yr2012BCI_5R_07E.csv,13.37600267,6.769142253,12.5850483,45.82128684,14.96579587,60,34.78,19.02065,20.1635,8,4.01E-16,8,8,13.98333333,9.110418076,10,8,3.151327178,1.274568803,2.786700007,0,0,0.764351852,2421.205176,34.60423796,34.98216533,8.706527629,7.414380785,6.411902465,5.254,0,100,34.78,242.5666667,6.35,0.88495939,22.672705,72.6865415,73,21.37655978,139,8,0.021639554,2.85292709,2.129,3.024,5.25,8.5245,17.118,BCI-Schnitzer2019,BCI_5R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
891,BCI,yr2013BCI_2R_12E.CSV,9.577820654,5.204783751,8.295131612,27.0897739,10.87993227,60,30.874,14.08613333,14.479,8,2.31E-16,8,8,9.633333333,7.159127555,8,8,3.654826859,1.418736548,3.167400848,0,0,0.785416667,1464.374459,23.5459058,30.16562248,8.059871096,5.123899544,4.989029974,2.93,0,100,30.874,285.5833333,8.616666667,0.793535123,16.39405061,65.12124752,63,16.91419073,126,10,0.148452942,3.024694956,1.629,2.026,2.93,6.327,13.283,BCI-Schnitzer2019,BCI_2R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
766,BCI,yr2011BCI_5R_06W.CSV,8.665104881,4.267936521,8.438838466,18.21528215,9.643429718,60,31.846,12.63238333,12.481,7.866666667,1.032795559,8,8,9.2,6.438233256,9,8,3.51893252,1.865370665,3.150003396,1,0.016666667,0.791414141,1314.763011,20.16348497,30.1363051,7.340898026,4.744709489,3.888723458,3.134,0,100,31.846,185.35,4.95,0.828411811,16.37410003,73.11118113,72,18.81269523,136,11,-0.06817642,2.984732282,1.728,2.241,3.134,6.132,10.18,BCI-Schnitzer2019,BCI_5R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
242,BCI,6C_60_60_W.CSV,10.16140683,5.620960183,9.07579971,31.59519338,11.58977116,60,30.413,14.03573333,12.735,8,4.33E-16,8,8,10.06666667,7.741297282,8,8,3.276394293,1.535527425,2.839471529,0,0,0.72311828,1363.987384,21.52023624,30.01444346,7.774275954,5.571241112,5.305954639,3.661,0,100,30.413,281.4833333,7.3,0.850327996,19.31015653,66.19495141,66,16.65082022,121,11,-0.108943385,2.633734942,1.477,2.031,3.657,6.644,11.582,BCI-Schnitzer2019,BCI_06C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
865,BCI,yr2013BCI_6C_13W.CSV,10.16140683,5.620960183,9.07579971,31.59519338,11.58977116,60,30.413,14.03573333,12.735,8,4.33E-16,8,8,10.06666667,7.741297282,8,8,3.276394293,1.535527425,2.839471529,0,0,0.72311828,1363.987384,21.52023624,30.01444346,7.774275954,5.571241112,5.305954639,3.661,0,100,30.413,281.4833333,7.3,0.850327996,19.31015653,66.19495141,66,16.65082022,121,11,-0.108943385,2.633734942,1.477,2.031,3.657,6.644,11.582,BCI-Schnitzer2019,BCI_6C,2013,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
441,BCI,yr2013BCI_15R_01W.CSV,11.1931819,7.14705896,9.127873244,51.08045177,13.24826147,60,31.515,14.37748333,13.2455,8,3.84E-16,8,8,12.21666667,9.025560064,10,8,3.850770334,1.384540502,3.670120308,0,0,0.785858586,1190.644544,17.21853702,29.90261738,8.404408921,7.009268488,6.667015756,3.8605,0.011358473,99.98864153,31.515,293.6833333,6.983333333,0.884071078,20.05980808,61.56009315,61,14.57260061,117,10,-0.017496893,3.02474212,1.93,2.43,3.856,9.562,18.181,BCI-Schnitzer2019,BCI_15R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
228,BCI,yr2011BCI_2HalfR_03E.CSV,11.74549369,4.889383448,11.3488924,23.9060705,12.7068587,60,33.416,16.63693333,17.5685,8,3.84E-16,8,8,12.66666667,7.500659105,12,8,3.13646082,1.415876573,2.780065582,0,0,0.738235294,1553.122388,25.77453481,29.81267756,7.082067071,6.435333724,4.940416868,4.579,0,100,33.416,255.9666667,6.616666667,0.85416582,20.06162938,76.54610622,77,19.25962043,140,11,-0.23018427,2.88735374,2.147,2.841,4.5745,8.47475,13.4036,BCI-Schnitzer2019,BCI_2H,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
